AD,University of Andorra,http://www.uda.ad/,Abu Dhabi,Bachelors,Business,3.5,GRE 310,11199,USD,Yes
CO,Instituto Tecnológico Metropolitano,http://www.itm.edu.co/,Canada,Bachelors,Psychology,2.77,GRE 320,15348,EUR,No
CO,Instituto Universitario de La Paz,http://www.unipaz.edu.co/,UK,Bachelors,Psychology,3.27,TOEFL 100,18180,USD,No
CO,"Politécnico Columbiano ""Jaime Isaza Cadavid""",http://www.politecjic.edu.co/,Australia,Bachelors,Computer Science,3.44,None,13178,USD,No
CO,Politécnico Grancolombiano - Institución Universitaria,http://www.poligran.edu.co/,UK,Masters,Mechanical Engineering,2.61,None,13517,EUR,Yes
CO,Pontificia Universidad Javeriana,http://www.javeriana.edu.co/,Germany,Masters,Psychology,2.98,None,27827,EUR,Yes
CO,Universidad Adventista de Colombia,http://www.unac.edu.co/,UK,Bachelors,Business,2.56,TOEFL 100,39304,USD,Yes
CO,Universidad Antonio Nariño,http://www.uanarino.edu.co/,Australia,Masters,Psychology,3.53,TOEFL 100,42015,EUR,Yes
CO,Universidad Autónoma de Bucaramanga,http://www.unab.edu.co/,USA,Bachelors,Psychology,3.15,TOEFL 100,30902,USD,Yes
CO,Universidad Autónoma de Colombia,http://www.fuac.edu.co/,Australia,Masters,Law,2.87,None,47154,EUR,No
CO,Universidad Autónoma de Las Américas,http://www.uam.edu.co/,UK,Masters,Mechanical Engineering,3.99,TOEFL 100,37329,EUR,No
CO,Universidad Autónoma del Caribe,http://www.uac.edu.co/,Australia,Masters,Law,3.09,GRE 320,25321,USD,No
CO,Universidad Autónoma de Manizales,http://www.autonoma.edu.co/,USA,Masters,Computer Science,3.15,None,33869,USD,Yes
CO,Universidad Autónoma de Occidente,http://www.cuao.edu.co/,UK,Masters,Business,3.22,None,16727,EUR,No
CO,Universidad Autónoma Latinoamericana,http://www.unaula.edu.co/,Germany,Masters,Law,3.94,TOEFL 100,35099,EUR,No
CO,Universidad Bellas Artes,http://www.bellasartes.edu.co/,Australia,Masters,Psychology,3.69,None,41545,EUR,No
CO,Universidad Católica de Colombia,http://www.ucatolica.edu.co/,UK,Bachelors,Law,3.92,IELTS 7.5,29784,USD,Yes
CO,Universidad Católica del Norte,http://www.ucn.edu.co/,UK,Masters,Law,3.63,GRE 320,25294,EUR,No
CO,Universidad Católica del Oriente,http://www.uco.edu.co/,USA,Bachelors,Business,3.67,TOEFL 100,31253,EUR,No
CO,Universidad Católica de Manizales,http://www.ucatolicamz.edu.co/,USA,Masters,Psychology,2.87,TOEFL 100,40988,EUR,Yes
CO,Universidad Católica Popular del Risaralda,http://www.ucpr.edu.co/,Australia,Masters,Mechanical Engineering,3.89,IELTS 7.5,31031,USD,Yes
CO,Universidad Central,http://www.ucentral.edu.co/,USA,Masters,Mechanical Engineering,3.17,None,40916,EUR,Yes
CO,Universidad Central del Valle del Cauca,http://www.uceva.edu.co/,Australia,Masters,Business,3.3,None,39358,EUR,No
CO,Universidad CES,http://www.ces.edu.co/,UK,Bachelors,Mechanical Engineering,3.92,IELTS 7.5,23795,USD,Yes
CO,Universidad Cooperativa de Colombia,http://www.ucc.edu.co/,USA,Bachelors,Law,2.7,None,15695,USD,Yes
CO,Universidad de América Bogotá,http://www.uamerica.edu.co/,USA,Masters,Law,2.51,TOEFL 100,15335,EUR,Yes
CO,Universidad de Antioquia,http://www.udea.edu.co/,USA,Bachelors,Computer Science,3.32,TOEFL 100,42747,EUR,No
CO,Universidad de Antioquía,http://www.udea.edu.co/,Canada,Masters,Mechanical Engineering,3.3,TOEFL 100,47223,EUR,No
CO,"Universidad de Bogotá ""Jorge Tadeo Lozano""",http://www.utadeo.edu.co/,UK,Masters,Psychology,2.74,None,32160,USD,No
CO,Universidad de Caldas,http://www.ucaldas.edu.co/,Canada,Bachelors,Business,3.36,None,17290,EUR,Yes
CO,Universidad de Cartagena,http://www.unicartagena.edu.co/,UK,Masters,Law,3.97,TOEFL 100,40469,USD,No
CO,Universidad de Ciencias Aplicadas y Ambientales (UDCA),http://www.udca.edu.co/,Australia,Bachelors,Computer Science,3.34,IELTS 7.5,20877,EUR,No
CO,Universidad de Córdoba,http://www.unicordoba.edu.co/,Germany,Bachelors,Psychology,3.9,TOEFL 100,31557,EUR,Yes
CO,Universidad de La Amazonia,http://www.uniamazonia.edu.co/,Germany,Masters,Psychology,3.55,GRE 320,14558,EUR,No
CO,Universidad de La Guajira,http://www.uniguajira.edu.co/,UK,Masters,Psychology,2.54,None,42330,EUR,No
CO,Universidad de La Sabana,http://www.unisabana.edu.co/,Canada,Masters,Business,3.32,None,29635,USD,No
CO,Universidad de La Salle,http://www.lasalle.edu.co/,USA,Bachelors,Law,3.47,IELTS 7.5,17109,USD,No
CO,Universidad del Atlántico,http://www.uniatlantico.edu.co/,Canada,Masters,Psychology,2.57,TOEFL 100,35619,USD,Yes
CO,Universidad del Cauca,http://www.ucauca.edu.co/,Canada,Bachelors,Psychology,3.66,IELTS 7.5,27110,EUR,No
CO,Universidad del Magdalena,http://www.unimagdalena.edu.co/,Germany,Bachelors,Psychology,2.98,IELTS 7.5,17113,USD,Yes
CO,Universidad del Norte,http://www.uninorte.edu.co/,Canada,Masters,Mechanical Engineering,2.98,IELTS 7.5,16586,EUR,Yes
CO,Universidad de Los Andes,http://www.uniandes.edu.co/,Canada,Bachelors,Psychology,3.31,IELTS 7.5,33051,USD,Yes
CO,Universidad de Los Llanos,http://www.unillanos.edu.co/,USA,Masters,Business,3.46,None,38534,USD,No
CO,Universidad del Quindío,http://www.uniquindio.edu.co/,Australia,Bachelors,Mechanical Engineering,3.66,None,10786,EUR,No
CO,Universidad del Rosario,http://www.urosario.edu.co/,USA,Bachelors,Computer Science,3.17,GRE 320,43108,USD,Yes
CO,Universidad del Sinú,http://www.unisinucartagena.edu.co/,UK,Masters,Mechanical Engineering,3.46,GRE 320,25024,EUR,No
CO,Universidad del Tolima,http://www.ut.edu.co/,Australia,Masters,Mechanical Engineering,2.76,TOEFL 100,41925,EUR,No
CO,Universidad del Valle del Cauca,http://www.univalle.edu.co/,Germany,Masters,Psychology,3.73,GRE 320,11686,USD,No
CO,Universidad de Manizales,http://www.umanizales.edu.co/,Germany,Bachelors,Computer Science,2.85,None,29654,USD,No
CO,Universidad de Medellín,http://www.udem.edu.co/,UK,Masters,Mechanical Engineering,3.11,IELTS 7.5,40379,USD,No
CO,Universidad de Nariño,http://www.udenar.edu.co/,Canada,Masters,Computer Science,2.7,TOEFL 100,34677,USD,No
CO,Universidad de Pamplona,http://www.unipamplona.edu.co/,USA,Bachelors,Computer Science,3.44,TOEFL 100,15924,USD,No
CO,Universidad de San Buenaventura,http://www.usb.edu.co/,USA,Masters,Business,2.5,IELTS 7.5,34046,EUR,Yes
CO,Universidad de San Buenaventura Medellin,http://www.usbmed.edu.co/,USA,Masters,Psychology,2.94,GRE 320,47081,EUR,No
CO,Universidad de Sucre,http://www.unisucre.edu.co/,Germany,Bachelors,Computer Science,3.25,IELTS 7.5,18870,USD,Yes
CO,"Universidad Distral ""Francisco José de Caldas""",http://www.udistrital.edu.co/,USA,Masters,Psychology,3.0,IELTS 7.5,36847,USD,Yes
CO,Universidad EAFIT,http://www.eafit.edu.co/,Australia,Masters,Computer Science,3.35,GRE 320,35037,USD,Yes
CO,Universidad El Bosque,http://www.unbosque.edu.co/,UK,Masters,Mechanical Engineering,3.73,TOEFL 100,41906,EUR,Yes
CO,Universidad Externado de Colombia,http://www.uexternado.edu.co/,UK,Bachelors,Computer Science,3.76,IELTS 7.5,27181,USD,Yes
CO,Universidad Francisco de Paula Santander,http://www.ufps.edu.co/,USA,Bachelors,Business,2.76,None,39484,USD,No
CO,Universidad ICESI,http://www.icesi.edu.co/,UK,Bachelors,Computer Science,2.68,None,46994,USD,No
CO,Universidad INCCA de Colombia,http://www.unincca.edu.co/,Australia,Masters,Computer Science,2.94,None,23436,USD,Yes
CO,Universidad Industrial de Santander,http://www.uis.edu.co/,Germany,Bachelors,Psychology,2.55,TOEFL 100,17776,EUR,No
CO,Universidad La Gran Colombia,http://www.ugrancolombia.edu.co/,Australia,Masters,Psychology,2.87,GRE 320,23948,EUR,No
CO,Universidad Libre de Colombia,http://www.unilibre.edu.co/,USA,Masters,Law,3.19,None,43755,EUR,No
CO,Universidad Mariana,http://www.umariana.edu.co/,Australia,Masters,Business,3.93,IELTS 7.5,16240,USD,No
CO,Universidad Metropolitana,http://www.unimetro.edu.co/,Australia,Masters,Business,3.02,IELTS 7.5,31141,EUR,No
CO,Universidad Militar Nueva Granada,http://www.umng.edu.co/,Australia,Bachelors,Mechanical Engineering,3.39,GRE 320,30786,EUR,Yes
CO,Universidad Nacional Abierta y a Distancia,http://www.unad.edu.co/,UK,Masters,Psychology,3.77,TOEFL 100,28419,USD,No
CO,Universidad Nacional de Colombia,http://www.unal.edu.co/,USA,Bachelors,Law,3.87,TOEFL 100,19186,USD,No
CO,Universidad Pedagogica Nacional,http://www.pedagogica.edu.co/,Australia,Masters,Law,3.7,IELTS 7.5,49643,EUR,No
CO,Universidad Pedagógica y Tecnológica de Colombia,http://www.uptc.edu.co/,Germany,Bachelors,Law,2.91,GRE 320,46024,EUR,No
CO,Universidad Piloto de Colombia,http://www.unipiloto.edu.co/,Germany,Masters,Mechanical Engineering,3.35,None,38132,EUR,Yes
CO,Universidad Pontificia Bolivariana,http://www.upb.edu.co/,Germany,Masters,Law,3.97,IELTS 7.5,41788,USD,Yes
CO,Universidad Popular del Cesar,http://www.unicesar.edu.co/,UK,Masters,Law,3.02,TOEFL 100,41662,USD,Yes
CO,Universidad Santiago de Cali,http://www.usaca.edu.co/,Germany,Bachelors,Mechanical Engineering,3.41,IELTS 7.5,21532,EUR,No
CO,Universidad Santo Tomás,http://www.usta.edu.co/,USA,Masters,Psychology,3.76,TOEFL 100,32695,EUR,No
CO,Universidad Sergio Arboleda,http://www.usergioarboleda.edu.co/,UK,Masters,Business,2.7,IELTS 7.5,31368,USD,Yes
CO,Universidad Surcolombiana,http://www.usurcolombia.com/,Canada,Masters,Mechanical Engineering,3.46,TOEFL 100,11397,USD,No
CO,"Universidad Tecnológica del Choco ""Diego Luis Cordoba""",http://www.utch.edu.co/,USA,Masters,Psychology,2.83,TOEFL 100,35042,EUR,Yes
CO,Universidad Tecnológica de Pereira,http://www.utp.edu.co/,Canada,Masters,Law,3.07,TOEFL 100,37249,EUR,Yes
CR,Instituto Tecnológico de Costa Rica,http://www.itcr.ac.cr/,UK,Bachelors,Mechanical Engineering,2.63,GRE 320,17958,EUR,Yes
CR,Universidad Adventista de Centro América,http://www.unadeca.ac.cr/,Australia,Bachelors,Law,3.33,TOEFL 100,30847,USD,No
CR,Universidad Autónoma de Centro América,http://www.uaca.ac.cr/,Germany,Bachelors,Mechanical Engineering,2.78,None,14928,USD,Yes
CR,Universidad Autonoma Monterrey,http://www.unam.ac.cr/,Canada,Bachelors,Computer Science,2.83,IELTS 7.5,36297,EUR,Yes
CR,Universidad Braulio Carrillo,http://www.universidadbrauliocarrillo.com/,Australia,Bachelors,Psychology,3.43,None,34238,EUR,No
CR,Universidad Católica Anselmo Llorente,http://www.ucatolica.ac.cr/,Australia,Bachelors,Business,3.37,None,25224,USD,Yes
CR,Universidad Central,http://www.universidadcentral.com/,Australia,Bachelors,Law,3.42,TOEFL 100,40519,USD,Yes
CR,Universidad de Cartago Florencio del Castillo,http://www.uca.ac.cr/,UK,Bachelors,Computer Science,2.85,None,22361,USD,No
CR,Universidad de Costa Rica,http://www.ucr.ac.cr/,Germany,Bachelors,Psychology,2.52,None,37179,EUR,Yes
CR,Universidad de Iberoamérica,http://www.unibe.ac.cr/,Australia,Bachelors,Mechanical Engineering,2.51,IELTS 7.5,47126,EUR,No
CR,Universidad de La Salle,http://www.ulasalle.ac.cr/,Germany,Masters,Mechanical Engineering,3.15,GRE 320,36135,EUR,Yes
CR,Universidad del Turismo,http://www.utur.ac.cr/,Canada,Bachelors,Psychology,2.6,None,26819,EUR,No
CR,Universidad de San José,http://www.universidadsanjosecr.com/,UK,Bachelors,Psychology,3.53,None,28446,USD,Yes
CR,Universidad Empresarial,http://www.unem.edu/internacional/,USA,Bachelors,Law,3.75,TOEFL 100,11729,USD,Yes
CR,Universidad Estatal a Distancia,http://www.uned.ac.cr/,UK,Masters,Mechanical Engineering,3.41,TOEFL 100,26266,USD,No
CR,Universidad Fidélitas,http://www.ufidelitas.ac.cr/,Australia,Bachelors,Law,3.7,GRE 320,15166,EUR,Yes
CR,Universidad Fundepos Alma Mater,http://www.fundepos.ac.cr/,USA,Masters,Psychology,3.13,IELTS 7.5,48104,USD,Yes
CR,Universidad Hispanoamericana,http://www.uhispanoamericana.ac.cr/,Australia,Masters,Mechanical Engineering,3.9,IELTS 7.5,33797,EUR,No
CR,Universidad Internacional de las Américas,http://www.uia.ac.cr/,Australia,Bachelors,Computer Science,3.75,TOEFL 100,28695,EUR,Yes
CR,Universidad Isaac Newton,http://www.isaacnewtoncr.com/,Australia,Bachelors,Law,3.14,GRE 320,15419,USD,No
CR,Universidad Latina de Costa Rica,http://www.ulatina.ac.cr/,UK,Masters,Law,3.8,GRE 320,24015,USD,Yes
CR,Universidad Latinoamericana de Ciencia y Tecnología,http://www.ulacit.ac.cr/,Australia,Masters,Computer Science,2.58,IELTS 7.5,46732,EUR,Yes
CR,Universidad Libre de Costa Rica,http://www.ulicori.ac.cr/,USA,Bachelors,Computer Science,3.79,TOEFL 100,42238,EUR,Yes
CR,Universidad Metropolitana Castro Carazo,http://www.umca.net/,UK,Bachelors,Business,3.57,TOEFL 100,47744,EUR,No
CR,Universidad Nacional,http://www.una.ac.cr/,Canada,Bachelors,Mechanical Engineering,2.72,GRE 320,46323,EUR,No
CR,Universidad para la Cooperación Internacional,http://www.uci.ac.cr/,UK,Bachelors,Law,3.7,None,10932,USD,Yes
CR,Universidad San Juan de la Cruz,http://www.universidadsanjuan.ac.cr/,Canada,Bachelors,Business,3.47,None,44427,EUR,Yes
CR,Universidad San Juan de la Cruz,http://www.sjdlc.com/,Germany,Masters,Computer Science,3.21,None,23126,USD,No
CR,Universidad San Marcos,http://www.usam.ac.cr/,Australia,Bachelors,Computer Science,2.78,TOEFL 100,20234,EUR,No
CR,Universidad Santa Paula,http://www.uspsantapaula.com/,UK,Bachelors,Psychology,3.7,None,32876,USD,No
CR,Universidad Veritas,http://www.uveritas.ac.cr/,Australia,Bachelors,Law,3.46,TOEFL 100,11526,USD,No
CR,University for Peace,http://www.upeace.org/,Canada,Masters,Law,2.92,TOEFL 100,28332,EUR,No
CU,"Instituto Superior Minero Metalúrgico ""Dr. Antonio Núñez Jiménez""",http://www.ismm.edu.cu/,USA,Bachelors,Mechanical Engineering,3.68,IELTS 7.5,26215,EUR,No
CU,Instituto Superior Politécnico José Antonio Echeverría,http://www.cujae.edu.cu/,Australia,Bachelors,Computer Science,3.41,IELTS 7.5,13599,EUR,No
CU,Universidad Central de Las Villas,http://www.uclv.edu.cu/,UK,Bachelors,Law,3.52,IELTS 7.5,21824,USD,Yes
CU,Universidad de Camagüey,http://www.reduc.edu.cu/,USA,Bachelors,Mechanical Engineering,3.86,TOEFL 100,15734,EUR,Yes
CU,Universidad de Ciego de Avila,http://www.unica.cu/,UK,Bachelors,Computer Science,3.58,GRE 320,38200,EUR,No
CU,Universidad de Cienfuegos,http://www.ucf.edu.cu/,Canada,Bachelors,Psychology,3.97,TOEFL 100,49484,EUR,No
CU,Universidad de Granma,http://www.udg.co.cu/,Germany,Bachelors,Mechanical Engineering,2.65,None,30709,EUR,Yes
CU,Universidad de Holguín,http://www.uho.edu.cu/,USA,Masters,Mechanical Engineering,3.86,TOEFL 100,12877,USD,No
CU,Universidad de La Habana,http://www.uh.cu/,Germany,Masters,Mechanical Engineering,3.35,GRE 320,37788,USD,Yes
CU,Universidad de Matanzas Camilo Cienfuegos,http://www.umcc.cu/,UK,Masters,Mechanical Engineering,2.83,IELTS 7.5,13184,USD,Yes
CU,Universidad de Oriente,http://www.uo.edu.cu/,USA,Bachelors,Mechanical Engineering,3.62,None,49098,EUR,Yes
CU,Universidad de Pinar del Río,http://www.upr.edu.cu/,Canada,Bachelors,Computer Science,2.59,GRE 320,18082,USD,Yes
CU,"Universidad Pedagógica ""José Martí"", Camagüey",http://www.ispcmw.rimed.cu/,USA,Masters,Psychology,3.93,None,22555,USD,Yes
CV,Universidade Jean Piaget de Cabo Verde,http://cv.unipiaget.org/,UK,Masters,Law,3.91,IELTS 7.5,13726,EUR,Yes
CY,Americanos College,http://www.ac.ac.cy/,USA,Masters,Psychology,3.31,None,26295,USD,Yes
CY,Cyprus College,http://www.cycollege.ac.cy/,UK,Masters,Mechanical Engineering,2.61,TOEFL 100,33807,USD,No
CY,Cyprus International Institute of Management (CIIM),http://www.ciim.ac.cy/,Australia,Bachelors,Psychology,2.77,None,23718,USD,Yes
CY,Cyprus International University,http://www.ciu.edu.tr/,Australia,Bachelors,Mechanical Engineering,3.67,TOEFL 100,30777,USD,No
CY,Cyprus University of Technology,http://www.cut.ac.cy/,Canada,Masters,Mechanical Engineering,3.18,GRE 320,12434,EUR,No
CY,Eastern Mediterranean University,http://www.emu.edu.tr/,Canada,Bachelors,Computer Science,3.07,IELTS 7.5,41018,USD,Yes
CY,European University Cyprus,http://www.euc.ac.cy/,UK,Masters,Psychology,3.46,None,31893,EUR,Yes
CY,European University of Lefke,http://www.lefke.edu.tr/,USA,Bachelors,Psychology,2.64,IELTS 7.5,26152,EUR,No
CY,Frederick University,http://www.frederick.ac.cy/,USA,Masters,Business,3.0,IELTS 7.5,18991,EUR,Yes
CY,Girne American University,http://www.gau.edu.tr/,UK,Masters,Computer Science,2.72,GRE 320,42342,EUR,No
CY,Intercollege,http://www.intercollege.ac.cy/,Australia,Bachelors,Law,3.71,TOEFL 100,23165,EUR,No
CY,Near East University,http://www.neu.edu.tr/,USA,Bachelors,Business,3.31,TOEFL 100,25147,EUR,Yes
CY,Open University of Cyprus,http://www.ouc.ac.cy/,Australia,Masters,Law,3.94,None,38516,USD,Yes
CY,The CTL Eurocollege,http://www.ctleuro.ac.cy/,Germany,Bachelors,Law,3.43,None,34899,EUR,Yes
CY,University of Cyprus,http://www.ucy.ac.cy/,UK,Masters,Law,3.55,None,42329,USD,No
CY,University of Nicosia,http://www.unic.ac.cy/,UK,Masters,Law,3.24,None,15813,EUR,Yes
CZ,"Academy of Performing Arts, Film and TV Fakulty",http://www.famu.cz/,Canada,Bachelors,Computer Science,3.1,GRE 320,11800,EUR,No
CZ,Anglo-American University,http://www.aauni.edu/,Australia,Masters,Law,3.41,GRE 320,12642,USD,Yes
CZ,Brno University of Technology,http://www.vutbr.cz/,Germany,Masters,Business,3.32,GRE 320,19861,EUR,No
CZ,Cevro Institut College,http://www.vsci.cz/,USA,Masters,Business,3.67,None,43701,EUR,No
CZ,Charles University Prague,http://www.cuni.cz/,Australia,Masters,Law,3.55,TOEFL 100,27171,EUR,Yes
CZ,Czech Technical University of Prague,http://www.cvut.cz/,Australia,Bachelors,Computer Science,3.69,GRE 320,11404,EUR,No
CZ,Czech University of Agriculture Prague,http://www.czu.cz/,Australia,Bachelors,Computer Science,3.2,GRE 320,38242,EUR,Yes
CZ,Masaryk University,http://www.muni.cz/,Canada,Bachelors,Psychology,2.57,GRE 320,33940,USD,No
CZ,Mendel University of Agriculture and Forestry,http://www.mendelu.cz/,Germany,Bachelors,Law,2.75,IELTS 7.5,17071,EUR,No
CZ,Palacky University,http://www.upol.cz/,UK,Bachelors,Law,3.84,IELTS 7.5,33423,USD,No
CZ,Prague College,http://www.praguecollege.cz/,Canada,Bachelors,Mechanical Engineering,2.74,GRE 320,28845,EUR,No
CZ,Prague Institute of Chemical Technology,http://www.vscht.cz/,Canada,Bachelors,Law,3.38,TOEFL 100,22040,USD,No
CZ,Prague International University,http://www.mpu-prague.cz/,USA,Bachelors,Business,3.11,TOEFL 100,37054,EUR,No
CZ,Silesian University,http://www.slu.cz/,Australia,Masters,Business,2.54,IELTS 7.5,30831,EUR,Yes
CZ,Technical University of Liberec,http://www.vslib.cz/,Germany,Masters,Mechanical Engineering,2.98,TOEFL 100,36780,USD,No
CZ,Technical University of Mining and Metallurgy Ostrava,http://www.vsb.cz/,Australia,Bachelors,Mechanical Engineering,3.37,TOEFL 100,22555,EUR,No
CZ,Tiffin University Prague,http://www.tiffinprague.cz/,Germany,Bachelors,Business,3.46,IELTS 7.5,43679,EUR,No
CZ,Tomas Bata University in Zlin,http://www.utb.cz/,Australia,Bachelors,Psychology,2.63,TOEFL 100,49488,USD,No
CZ,University of Economics Prague,http://www.vse.cz/,Canada,Bachelors,Mechanical Engineering,3.79,GRE 320,18898,EUR,No
CZ,University of Education Hradec Kralove,http://www.vsp.cz/,USA,Bachelors,Business,3.87,TOEFL 100,47282,EUR,Yes
CZ,University of Jan Evangelista Purkyne,http://www.ujep.cz/,UK,Masters,Law,3.02,None,36499,USD,No
CZ,University of New York in Prague,http://www.unyp.cz/,Germany,Bachelors,Computer Science,2.55,None,33766,EUR,No
CZ,"University of Northern Virginia, Prague Campus",http://www.unva.cz/,USA,Bachelors,Computer Science,3.27,GRE 320,30095,USD,No
CZ,University of Ostrava,http://www.osu.cz/,Australia,Masters,Mechanical Engineering,2.82,None,33500,EUR,No
CZ,University of Pardubice,http://www.upce.cz/,Australia,Bachelors,Business,2.54,GRE 320,30536,EUR,Yes
CZ,University of South Bohemia,http://www.jcu.cz/,Canada,Masters,Mechanical Engineering,2.77,TOEFL 100,20727,EUR,Yes
CZ,University of Veterinary and Pharmaceutical Science,http://www.vfu.cz/,Germany,Masters,Business,2.87,None,12128,EUR,Yes
CZ,University of West Bohemia,http://www.zcu.cz/,Australia,Masters,Computer Science,3.34,GRE 320,45696,USD,No
DE,"AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig",http://www.akad.de/,Germany,Bachelors,Business,2.89,None,39419,USD,Yes
DE,Albert-Ludwigs-Universität Freiburg,http://www.uni-freiburg.de/,Canada,Masters,Psychology,3.39,IELTS 7.5,17416,USD,Yes
